location,princ,irate,cscore,result
suburban,496,7.5,689,default
rural,499,7.5,593,non-default
suburban,508,8,766,non-default
suburban,575,7.25,668,default
rural,543,7.75,823,default
suburban,650,7.25,665,default
suburban,841,7.75,571,default
rural,557,7,645,non-default
suburban,164,7.5,642,non-default
suburban,491,7,658,non-default
suburban,586,7.5,733,non-default
suburban,280,6.75,655,non-default
rural,845,7.25,674,default
suburban,521,7.25,749,default
urban,677,7.5,619,non-default
rural,500,7,599,non-default
urban,439,7.5,634,non-default
suburban,902,7.25,675,default
urban,478,7,704,default
urban,564,6.5,821,non-default
suburban,606,7.25,635,default
suburban,615,7.25,693,default
rural,68,7.75,576,default
suburban,690,7.25,706,non-default
urban,78,7,704,non-default
suburban,714,7.5,547,default
suburban,706,7.25,678,non-default
rural,1365,7.5,662,default
rural,1079,7.25,696,default
rural,722,6.75,662,non-default
suburban,426,7,715,default
urban,569,7.5,587,default
suburban,328,7,575,non-default
suburban,818,7.25,667,default
suburban,348,7.25,669,non-default
suburban,767,7.25,714,default
rural,513,7.5,828,default
suburban,885,7.25,678,non-default
suburban,406,7.75,536,default
rural,180,7.75,601,non-default
suburban,400,7.5,670,default
urban,432,7,657,default
suburban,695,7,780,default
urban,399,7,749,default
urban,514,7.25,505,default
suburban,864,7.25,655,default
suburban,747,7.5,604,default
suburban,365,7.25,682,default
suburban,731,7,696,non-default
rural,952,7.25,735,default
suburban,438,7.25,677,non-default
suburban,309,7.75,661,default
suburban,833,7.75,713,non-default
urban,481,7.75,468,default
urban,568,7.75,452,default
suburban,444,7.25,663,non-default
rural,819,6.75,634,non-default
rural,850,7.25,714,default
suburban,743,6.75,686,non-default
rural,374,7.5,529,non-default
rural,165,6.75,641,non-default
suburban,538,7.25,654,default
urban,515,7.25,741,default
urban,552,7.5,572,default
rural,541,7.25,617,non-default
suburban,225,7.75,630,default
rural,1129,7.25,712,default
rural,99,8.25,578,default
rural,413,7.25,598,non-default
suburban,828,7.5,616,default
rural,629,7,613,non-default
urban,475,7.5,556,default
suburban,772,7.75,632,default
suburban,456,7.5,699,non-default
suburban,677,7.25,401,non-default
suburban,397,7.25,712,non-default
suburban,835,7.25,731,default
urban,581,7.75,524,default
rural,644,7.25,775,default
suburban,758,7.25,678,default
suburban,662,7.25,697,default
urban,593,7.5,613,default
suburban,559,7.25,669,default
urban,631,7.25,648,default
suburban,534,8.25,592,default
rural,1259,7.25,756,default
suburban,746,7,666,default
urban,313,7,695,non-default
suburban,619,7.25,632,default
suburban,975,7.75,607,non-default
suburban,531,7.5,630,default
suburban,305,7,644,default
rural,704,6.75,591,non-default
suburban,412,7.5,509,default
rural,739,6.75,834,default
suburban,492,7.5,653,non-default
rural,717,7.25,746,default
urban,495,7.25,718,default
rural,885,7,635,non-default
suburban,730,7.25,632,default
suburban,875,7.25,636,default
suburban,656,7.5,586,non-default
rural,261,7.25,523,non-default
suburban,630,7,726,default
suburban,220,7.5,646,non-default
rural,612,7,643,non-default
urban,278,7,721,default
rural,755,7,596,non-default
suburban,524,7.5,817,non-default
suburban,621,7,702,default
suburban,395,7.75,603,non-default
urban,245,6.75,610,default
suburban,365,7.5,661,default
urban,420,7.5,703,default
suburban,892,7.25,695,default
suburban,847,7.25,717,default
urban,289,7,641,non-default
suburban,540,7.25,721,default
urban,514,7.75,545,default
suburban,941,7.25,733,non-default
urban,501,7.5,484,default
suburban,163,8,611,default
rural,327,7.75,611,default
suburban,698,7.25,700,default
suburban,533,7,705,non-default
suburban,418,7,688,default
suburban,467,8,676,non-default
urban,586,7,672,non-default
suburban,313,6.75,690,non-default
suburban,454,7,704,non-default
urban,148,7,737,default
suburban,749,7.25,733,default
suburban,371,7.75,649,default
rural,424,7.5,631,default
suburban,819,7,700,default
suburban,863,7.25,692,default
suburban,411,7.25,653,non-default
rural,556,7,658,non-default
suburban,432,7.5,660,non-default
suburban,473,7.25,676,non-default
rural,1174,7.5,707,default
urban,570,7.25,598,non-default
rural,407,7.25,649,non-default
urban,467,7,692,default
rural,735,6.75,598,non-default
urban,519,7.25,519,default
rural,619,8.25,729,default
suburban,617,7,689,non-default
urban,164,7.25,499,default
urban,591,7.25,750,default
suburban,242,7,692,non-default
suburban,331,7,642,default
suburban,282,6.75,674,non-default
suburban,893,7.25,674,default
suburban,263,7.5,650,default
urban,592,7.25,624,default
suburban,485,7.5,644,non-default
rural,1468,7.25,728,default
rural,1015,7.25,695,default
suburban,493,7.25,698,default
urban,385,7.25,586,default
urban,322,7.25,575,default
suburban,600,7.25,711,default
urban,595,7.5,686,non-default
urban,486,7,713,default
urban,262,7.25,499,default
suburban,470,7,718,non-default
suburban,688,7,699,default
suburban,772,7.5,605,non-default
rural,678,6.75,595,non-default
suburban,456,7.5,678,default
rural,548,6.75,377,non-default
urban,581,7.5,646,default
suburban,372,7,545,non-default
urban,202,7,704,non-default
urban,155,7,678,non-default
rural,1028,7.25,755,default
suburban,731,7.75,530,default
urban,299,8,684,default
urban,649,7.25,728,non-default
suburban,760,7.75,601,default
rural,938,7.25,645,default
suburban,691,7.25,742,default
suburban,466,7.5,680,default
rural,804,7.75,513,default
rural,896,7.25,745,default
suburban,456,7.25,631,non-default
suburban,826,7.25,643,default
rural,38,7,654,non-default
rural,913,7.25,721,default
urban,150,7,485,default
suburban,313,7.25,710,default
rural,915,7.25,716,default
suburban,292,6.5,625,non-default
suburban,840,7.5,706,default
suburban,745,7.25,644,default
urban,396,7.25,589,non-default
urban,481,7.25,543,default
rural,582,7.25,632,default
rural,288,7,503,non-default
suburban,521,7,688,non-default
suburban,770,7.75,698,non-default
urban,331,7.5,569,default
urban,183,7,687,non-default
rural,211,8.5,541,default
suburban,378,7.5,538,default
urban,551,7,708,default
suburban,458,7,726,non-default
rural,234,7.75,601,default
suburban,419,7.5,684,default
suburban,577,7.5,611,default
rural,556,7.25,679,default
rural,1069,7.25,697,default
rural,683,7,638,non-default
suburban,387,7.5,678,non-default
suburban,660,7,675,non-default
rural,203,8.25,559,default
suburban,699,7.25,730,non-default
rural,567,7.5,771,default
urban,360,7,687,non-default
suburban,800,7.25,630,default
suburban,773,7,757,non-default
suburban,306,7.5,604,default
suburban,1154,7,718,default
urban,295,7.25,577,default
suburban,731,7.25,627,default
urban,199,7.25,534,default
suburban,775,7.25,715,default
suburban,447,7.75,601,non-default
suburban,490,7,756,default
suburban,343,7.25,669,default
suburban,728,7.25,724,default
suburban,830,7.5,579,default
urban,382,7,649,default
suburban,671,8,446,default
rural,895,7.25,715,default
urban,460,7.5,692,default
suburban,489,7.25,681,default
suburban,749,7.25,693,default
urban,518,7,588,default
suburban,971,7.25,699,default
suburban,683,7.25,746,default
suburban,229,7.25,633,default
rural,843,6.75,671,non-default
rural,939,7.25,715,default
suburban,817,7.5,683,non-default
suburban,680,6.75,716,non-default
rural,894,7.25,723,default
suburban,1178,7.25,693,default
rural,142,7.75,485,non-default
rural,285,7.5,570,non-default
suburban,457,7.25,675,default
rural,724,6.5,597,non-default
rural,346,7.5,618,non-default
rural,87,7.5,586,non-default
urban,603,6.75,707,non-default
suburban,835,7.25,702,default
urban,623,7.25,665,default
rural,263,7.75,590,non-default
suburban,569,7.25,647,non-default
urban,365,7.75,719,default
suburban,304,6.75,571,default
urban,299,7.25,560,default
suburban,642,7.25,681,default
urban,578,7.25,634,default
rural,991,7.25,715,default
urban,270,7,713,default
suburban,312,7,659,non-default
urban,412,7.75,505,default
rural,993,7.25,703,default
urban,622,7.5,660,default
suburban,903,7,729,default
urban,545,7.5,575,default
urban,463,7.75,583,default
suburban,403,7.25,587,non-default
suburban,723,8,445,default
suburban,323,6.75,524,default
urban,405,7,684,default
suburban,936,7.25,659,default
urban,570,7.25,714,default
rural,981,7.25,722,default
urban,126,7,700,non-default
urban,770,7.5,654,default
suburban,394,7.25,761,non-default
rural,674,7,792,default
suburban,197,7.75,643,default
suburban,298,7.5,663,non-default
suburban,858,7.25,681,default
rural,709,6.5,666,non-default
urban,380,7.25,492,default
suburban,777,7,765,default
suburban,965,7,736,default
suburban,764,8,494,default
suburban,783,7.25,720,default
suburban,532,7.25,685,default
rural,1041,7.25,736,default
suburban,558,7.25,705,default
suburban,513,7.25,754,default
rural,334,7,608,non-default
suburban,855,7.25,681,default
suburban,838,7.25,676,default
suburban,335,7,739,default
suburban,347,6.75,605,non-default
rural,230,7.5,664,non-default
urban,270,7,571,default
rural,192,7.5,615,non-default
suburban,423,7.25,471,default
rural,484,7,755,non-default
suburban,757,7.75,591,default
suburban,384,7.25,696,default
suburban,506,7,746,default
rural,623,7.25,735,default
urban,360,7.25,664,default
rural,387,6.25,800,non-default
suburban,353,7.5,610,non-default
suburban,424,7.25,692,default
suburban,181,7.5,683,non-default
urban,72,7,688,non-default
rural,1282,7.5,724,default
suburban,601,7.25,712,default
rural,516,7,731,non-default
rural,1007,7.25,719,default
suburban,408,7.25,555,default
suburban,434,7.5,691,default
suburban,696,7.75,563,default
suburban,368,7.25,658,non-default
urban,332,7,608,default
suburban,442,7,761,non-default
rural,511,7.5,611,non-default
rural,1124,7.5,686,default
suburban,933,7.25,655,default
urban,479,7.75,534,default
suburban,313,7.25,542,default
suburban,748,7.25,615,default
suburban,619,7.25,686,default
suburban,686,7.25,736,default
urban,513,7.25,668,non-default
rural,590,6.75,623,non-default
suburban,816,7.25,713,default
suburban,776,7.25,654,default
suburban,391,7.25,648,non-default
suburban,599,7.75,511,default
suburban,962,7.25,646,default
suburban,316,6.5,574,non-default
rural,996,7.25,739,default
rural,876,7.25,708,default
suburban,738,7.5,550,default
rural,963,7.25,677,default
suburban,340,6.75,388,non-default
suburban,282,7.25,526,default
suburban,272,8,367,non-default
suburban,914,7,674,default
suburban,352,7.5,631,non-default
suburban,761,7.25,666,default
suburban,437,7.5,636,default
suburban,455,7.25,661,default
suburban,554,7.25,704,default
suburban,506,7,679,non-default
urban,297,7.5,530,default
suburban,711,7.75,566,default
urban,530,7,575,default
rural,677,7,651,non-default
suburban,888,7.25,665,default
suburban,398,7,572,non-default
rural,643,7.25,743,default
urban,627,7.5,551,default
suburban,732,7.25,697,default
suburban,734,7,680,non-default
suburban,699,7.5,576,default
urban,517,7.75,636,default
rural,656,7.25,701,default
suburban,846,7.25,695,default
urban,548,7,632,default
urban,454,7.25,597,default
suburban,760,7,661,default
urban,46,7,691,non-default
suburban,645,7.25,661,non-default
suburban,745,7.25,703,default
urban,383,7,625,default
suburban,265,7.5,698,default
urban,365,7,634,default
urban,262,8,721,default
urban,288,7.5,726,default
suburban,370,7.75,639,default
urban,444,7.25,614,default
urban,487,7.25,651,non-default
suburban,736,7,674,non-default
rural,510,7,650,non-default
rural,631,6.75,665,non-default
suburban,791,7.25,683,default
urban,528,7.75,508,default
urban,384,7.25,662,non-default
urban,209,7.25,675,non-default
suburban,202,6.75,568,non-default
suburban,610,7.25,707,default
rural,734,6.75,563,non-default
urban,511,7.5,572,default
suburban,481,7.75,522,non-default
suburban,533,7.25,697,default
urban,429,7.5,631,default
suburban,803,7.25,709,default
suburban,532,7,766,default
suburban,707,7.25,658,default
rural,1084,7.5,677,default
suburban,435,7.25,693,non-default
suburban,320,7.75,618,default
suburban,354,7.25,677,default
suburban,689,7.5,592,non-default
suburban,620,7.25,653,default
suburban,697,7,724,non-default
rural,599,6.75,634,non-default
rural,1064,7.25,736,default
suburban,728,7.25,699,non-default
suburban,798,7.25,684,default
suburban,880,7.25,695,default
suburban,343,7.75,663,default
urban,425,7.75,456,default
urban,702,7.25,582,default
suburban,607,7.5,645,default
rural,434,6.75,660,non-default
rural,512,7.25,502,non-default
suburban,250,8,662,default
urban,446,7,702,default
suburban,366,7,676,default
suburban,915,7.25,738,default
urban,408,7.75,598,non-default
suburban,818,7.25,720,non-default
urban,511,7.25,621,non-default
urban,236,6.75,464,default
suburban,811,7.25,655,default
rural,814,7.25,734,default
rural,874,6.5,679,non-default
urban,640,7,724,non-default
suburban,484,7,757,default
urban,561,7.25,624,non-default
suburban,928,7.25,644,non-default
suburban,323,8,672,default
urban,527,7.25,589,default
suburban,736,7,721,non-default
rural,400,7.75,563,default
suburban,793,7.25,696,default
urban,581,7,636,default
suburban,516,7.25,715,default
suburban,847,7,821,non-default
suburban,278,8,663,default
suburban,926,7.5,616,default
rural,536,6.75,630,non-default
suburban,640,7.25,667,default
suburban,867,7.25,689,default
suburban,459,7.5,718,default
suburban,842,7.25,658,default
urban,365,7,611,default
urban,414,8,529,default
urban,500,7.25,664,non-default
suburban,135,7.75,666,default
suburban,453,7.25,682,default
suburban,542,7,661,non-default
rural,127,7,644,non-default
urban,410,7.5,660,default
suburban,280,6.75,618,default
suburban,517,7.5,652,default
suburban,770,7.25,688,non-default
suburban,881,7.25,703,default
suburban,325,7.5,672,default
suburban,677,7.5,614,default
rural,902,7.25,747,default
rural,364,7.5,602,non-default
urban,331,7.5,500,default
urban,401,7,580,default
rural,517,7.25,604,non-default
suburban,343,7,624,non-default
urban,357,7.25,596,default
urban,208,7.25,651,default
suburban,754,7.25,671,default
urban,511,7,615,default
urban,306,7,561,default
suburban,771,7.25,692,default
suburban,330,6.75,584,non-default
suburban,456,7.75,676,non-default
suburban,427,7.25,669,non-default
